press_id,cycle_index,activation_no,i_inrush_peak_a,t_inrush_ms,i2t_activation_a2s,t_hf_min,i_anode_a,u_anode_v,damage_true,fuse_blown,split
P11,17,2,896.0,15.18,4062.0,6.37,6.838,6975.1,0.42152,0,train
P11,18,1,904.1,20.25,5517.0,6.27,7.007,6991.3,0.43508,0,train
P11,18,2,836.4,21.17,4935.9,3.59,6.989,6994.9,0.44755,0,train
P11,18,3,844.0,17.59,4177.4,4.72,6.991,6988.7,0.45818,0,train
P11,19,1,1002.6,16.78,5622.1,5.8,7.04,6987.1,0.47162,0,train
P11,19,2,807.2,19.35,4201.9,5.88,7.043,6974.6,0.48193,0,train
P11,20,1,992.7,17.47,5738.2,7.96,6.93,6968.4,0.49689,0,train
P11,20,2,891.1,16.37,4332.8,9.01,6.906,6942.2,0.50746,0,train
P11,21,1,977.5,22.63,7206.3,6.73,6.795,6996.8,0.53008,0,train
P11,21,2,919.6,21.98,6194.4,7.71,6.843,6982.1,0.54631,0,train
P11,22,1,932.5,20.05,5811.9,3.64,6.973,6990.6,0.56091,0,train
P11,22,2,918.6,16.72,4703.1,4.89,7.006,7001.5,0.57193,0,train
P11,22,3,843.4,17.89,4242.7,5.46,7.004,6983.2,0.58319,0,train
P11,23,1,974.7,20.91,6622.4,7.39,7.036,7002.4,0.60157,0,train
P11,23,2,1010.0,19.96,6785.3,6.19,7.042,6998.9,0.61926,0,train
P11,24,1,973.5,15.77,4983.4,6.73,6.877,6957.0,0.62931,0,train
P11,24,2,900.4,13.81,3730.3,8.09,6.861,6951.3,0.63929,0,train
P11,25,1,968.9,14.92,4668.5,5.32,6.888,6994.8,0.65279,0,train
P11,25,2,957.4,12.73,3888.4,4.67,6.907,7003.9,0.6621,0,train
P11,25,3,903.6,15.79,4297.4,6.09,6.9,7000.4,0.67213,0,train
P11,26,1,873.3,17.8,4525.6,8.46,6.88,6994.1,0.68068,0,train
P11,26,2,909.4,21.03,5796.0,8.16,6.844,7002.4,0.69592,0,train
P11,27,1,948.4,20.96,6282.8,6.58,7.044,6973.3,0.71212,0,train
P11,27,2,863.9,16.62,4135.4,6.48,7.03,6948.9,0.72162,0,train
P11,27,3,980.4,19.33,6194.1,6.01,7.039,6952.8,0.73778,0,train
P11,28,1,917.8,20.88,5863.4,5.09,6.872,6971.7,0.75316,0,train
P11,28,2,906.3,19.83,5430.1,5.37,6.853,6994.8,0.76545,0,train
P11,29,1,925.9,20.78,5937.7,8.28,7.06,6937.2,0.77954,0,train
P11,29,2,896.0,14.19,3796.1,6.59,7.046,6951.0,0.78832,0,train
P12,1,1,743.5,20.38,3755.6,8.47,6.728,6987.6,0.00883,0,train
P12,1,2,711.4,16.89,2849.7,7.58,6.748,7007.8,0.01468,0,train
P12,2,1,745.8,17.36,3218.0,6.31,6.893,7025.0,0.02317,0,train
P12,2,2,726.6,22.27,3918.9,5.13,6.898,7027.5,0.03486,0,train
P12,3,1,708.3,16.76,2803.3,5.18,6.789,7006.9,0.04288,0,train
P12,3,2,651.3,19.42,2746.0,5.78,6.792,7027.8,0.04951,0,train
P12,4,1,761.9,16.61,3214.6,6.11,6.82,7032.2,0.05718,0,train
P12,4,2,693.5,23.05,3695.9,6.35,6.813,7020.7,0.06619,0,train
P12,5,1,673.2,21.5,3247.7,5.87,6.808,7043.0,0.07351,0,train
P12,5,2,667.2,21.8,3235.1,6.02,6.811,7042.7,0.08099,0,train
P12,6,1,826.4,25.9,5897.5,7.34,6.829,7012.0,0.09771,0,train
P12,6,2,689.3,18.74,2968.3,8.53,6.828,7029.0,0.10537,0,train
P12,7,1,726.5,25.02,4402.0,5.13,6.756,6973.3,0.11682,0,train
P12,7,2,655.4,13.28,1901.2,6.09,6.737,6982.5,0.12037,0,train
P12,8,1,696.8,18.94,3065.5,5.72,6.703,7024.9,0.12799,0,train
P12,8,2,738.3,17.62,3201.0,5.45,6.685,7031.6,0.13697,0,train
P12,8,3,711.1,19.43,3275.7,4.14,6.718,7029.7,0.14467,0,train
P12,9,1,755.0,16.71,3174.4,5.08,6.917,7039.1,0.15216,0,train
P12,9,2,733.2,20.75,3719.1,6.46,6.911,7048.1,0.16088,0,train
P12,9,3,659.5,17.43,2526.9,5.07,6.904,7013.1,0.16749,0,train
P12,10,1,686.0,18.59,2916.0,4.47,6.861,7031.7,0.1745,0,train
P12,10,2,735.4,23.37,4212.4,7.59,6.866,7035.6,0.18399,0,train
P12,10,3,738.7,17.66,3211.6,5.31,6.838,7030.3,0.19156,0,train
P12,11,1,805.5,20.65,4466.9,6.08,6.75,7035.8,0.20595,0,train
P12,11,2,708.5,17.88,2991.5,4.72,6.752,7029.2,0.21364,0,train
P12,11,3,662.5,22.71,3322.7,4.16,6.755,7004.1,0.22317,0,train
P12,12,1,747.8,16.43,3063.1,5.87,6.72,7002.2,0.23181,0,train
P12,12,2,625.2,14.29,1862.0,6.77,6.738,6996.4,0.23599,0,train
P12,13,1,776.3,21.0,4218.3,5.14,6.922,7020.9,0.24774,0,train
P12,13,2,655.1,17.09,2444.9,4.34,6.942,6998.9,0.25401,0,train
P12,13,3,725.1,17.87,3131.6,4.85,6.954,6991.6,0.26259,0,train
P12,14,1,772.9,23.18,4615.8,7.76,6.944,7023.5,0.27584,0,train
P12,14,2,697.8,19.81,3215.3,7.18,6.936,7024.3,0.28402,0,train
P12,15,1,865.2,19.54,4874.6,6.9,6.748,7016.8,0.29443,0,train
P12,15,2,641.9,15.38,2112.4,6.59,6.743,7019.9,0.29892,0,train
P12,16,1,772.9,16.44,3273.6,2.93,6.762,7030.5,0.30772,0,train
P12,16,2,736.2,16.47,2974.5,3.47,6.759,7005.7,0.31567,0,train
P12,16,3,721.9,15.69,2725.6,4.48,6.757,6999.2,0.32263,0,train
P12,17,1,801.8,18.81,4030.4,7.19,6.78,7006.7,0.33326,0,train
P12,17,2,816.0,15.19,3371.5,7.49,6.779,7009.9,0.34098,0,train
P12,18,1,703.2,17.64,2907.5,6.6,6.896,7048.8,0.34827,0,train
P12,18,2,707.7,20.29,3387.3,6.83,6.919,7029.6,0.35719,0,train
P12,19,1,769.3,19.48,3842.4,3.87,6.882,7023.0,0.36728,0,train
P12,19,2,731.6,17.59,3138.2,3.18,6.872,7022.6,0.37589,0,train
P12,19,3,697.5,16.01,2596.5,2.55,6.889,7024.8,0.38064,0,train
P12,20,1,832.0,15.17,3499.6,6.34,6.788,6997.5,0.38981,0,train
P12,20,2,756.5,24.11,4599.4,5.1,6.77,7017.7,0.40331,0,train
P12,21,1,819.3,16.83,3764.7,6.93,6.859,7048.5,0.41238,0,train
P12,21,2,753.7,17.98,3405.6,7.46,6.87,7062.2,0.42146,0,train
P12,22,1,782.6,16.11,3289.0,8.34,6.769,7023.4,0.42946,0,train
P12,22,2,655.5,14.55,2083.8,5.71,6.768,7029.0,0.43493,0,train
P12,23,1,845.2,16.15,3845.7,6.78,6.879,7035.6,0.44542,0,train
P12,23,2,751.1,19.61,3687.4,6.98,6.882,7019.6,0.45532,0,train
P12,24,1,766.4,19.17,3752.4,5.37,6.778,7008.1,0.46622,0,train
P12,24,2,732.3,16.91,3023.0,2.93,6.766,7005.9,0.47504,0,train
P12,24,3,698.9,18.16,2956.4,4.63,6.768,7022.3,0.48249,0,train
P12,25,1,788.2,21.43,4437.8,9.89,6.793,7010.1,0.49409,0,train
P12,25,2,722.2,18.61,3235.2,10.96,6.816,7004.7,0.50115,0,train
P12,26,1,888.2,20.27,5329.6,4.53,6.765,7006.2,0.51787,0,train
P12,26,2,722.9,16.19,2820.5,5.55,6.773,7021.2,0.5251,0,train
P12,27,1,902.6,19.31,5243.8,6.33,7.003,7026.3,0.54231,0,train
P12,27,2,696.7,15.81,2558.4,6.33,6.993,7033.0,0.54804,0,train
P12,28,1,813.7,22.76,5023.0,3.44,6.763,7027.1,0.56298,0,train
P12,28,2,751.0,18.96,3565.3,2.88,6.777,7023.4,0.57316,0,train
P12,28,3,836.9,21.56,5032.2,3.23,6.787,7011.4,0.58675,0,train
P12,29,1,758.8,16.78,3220.4,6.45,6.716,7039.3,0.59638,0,train
P12,29,2,727.1,20.8,3665.3,4.8,6.713,7043.9,0.60695,0,train
P12,30,1,775.4,18.03,3613.4,6.91,6.704,7010.0,0.61675,0,train
P12,30,2,740.2,17.09,3121.3,5.67,6.685,7013.7,0.62429,0,train
P12,30,3,768.4,19.16,3771.0,6.48,6.695,7012.2,0.63445,0,train
P12,31,1,811.8,17.31,3803.5,3.07,6.816,7008.5,0.64387,0,train
P12,31,2,797.0,16.91,3579.2,5.07,6.833,7030.5,0.65101,0,train
P12,31,3,758.1,13.38,2564.0,4.96,6.835,7018.5,0.65763,0,train
P12,32,1,859.3,15.89,3910.0,3.59,6.696,7007.9,0.66824,0,train
P12,32,2,721.7,14.58,2531.3,3.19,6.71,7034.1,0.6744,0,train
P12,32,3,750.3,15.13,2839.0,2.64,6.676,7031.0,0.68103,0,train
P12,33,1,829.0,17.44,3994.6,5.28,6.787,7011.1,0.69167,0,train
P12,33,2,789.8,15.43,3207.2,5.17,6.794,6993.5,0.69903,0,train
P12,34,1,864.8,16.0,3989.6,4.68,6.9,6966.5,0.71127,0,train
P12,34,2,811.4,10.66,2338.7,5.34,6.934,6997.8,0.71621,0,train
P12,34,3,770.4,17.22,3407.5,5.33,6.899,6979.5,0.72559,0,train
P12,35,1,774.9,17.59,3521.2,5.59,6.782,7021.7,0.73529,0,train
P12,35,2,744.5,15.89,2935.5,7.5,6.763,7045.3,0.74261,0,train
P12,36,1,860.6,18.95,4677.8,4.54,6.77,7059.4,0.75627,0,train
P12,36,2,759.3,17.98,3455.3,5.25,6.789,7063.6,0.76477,0,train
P12,37,1,864.4,21.78,5424.3,5.82,6.81,6991.8,0.78502,0,train
P12,37,2,822.3,17.36,3912.6,4.84,6.815,6998.1,0.79686,0,train
P12,37,3,784.9,21.95,4507.3,4.39,6.813,6987.2,0.8092,0,train
P12,38,1,886.5,16.06,4207.7,7.22,6.875,7010.6,0.82119,0,train
P12,38,2,809.3,17.61,3845.1,5.74,6.895,7011.3,0.83328,0,train
P12,38,3,758.8,16.94,3250.0,5.37,6.881,7021.8,0.84058,0,train
P12,39,1,891.0,16.52,4372.8,5.29,6.793,7022.5,0.85144,0,train
P12,39,2,791.4,19.11,3989.5,5.81,6.773,7013.3,0.86333,0,train
P12,40,1,870.9,18.55,4689.1,4.51,6.864,7029.0,0.87741,0,train
P12,40,2,794.7,16.83,3542.9,7.73,6.864,7040.2,0.88791,0,train
P12,40,3,910.5,22.33,6170.5,6.9,6.86,7045.3,0.91286,0,train
P12,41,1,909.6,19.66,5422.8,6.43,6.815,7025.1,0.92862,0,train
P12,41,2,849.6,16.8,4041.6,6.76,6.836,7035.0,0.94234,0,train
P12,41,3,809.9,17.82,3895.7,4.51,6.843,7028.2,0.95312,0,train
P12,42,1,818.9,18.06,4038.3,6.21,6.833,7001.6,0.96644,0,train
P12,42,2,751.1,14.9,2801.6,7.63,6.808,7008.0,0.97362,0,train
P12,43,1,874.3,18.73,4772.3,5.6,6.788,6982.2,0.99036,0,train
P12,43,2,748.7,15.9,2970.9,5.92,6.776,6964.6,0.99698,0,train
P12,44,1,817.7,15.92,3548.4,7.03,6.711,7016.9,1.0,0,train
P12,44,2,788.1,21.12,4372.6,5.61,6.711,6999.4,1.0,0,train
P12,44,3,814.3,19.62,4337.2,4.8,6.705,7022.2,1.0,1,train
P13,1,1,799.8,19.93,4248.7,7.19,6.957,7031.3,0.01087,0,train
P13,1,2,788.2,23.44,4853.3,6.61,6.98,7048.2,0.02486,0,train
P13,2,1,869.7,18.14,4574.9,5.92,6.893,6992.5,0.03887,0,train
P13,2,2,809.0,19.9,4341.0,6.95,6.869,6985.7,0.05074,0,train
P13,3,1,921.2,17.34,4905.5,6.46,6.791,7029.4,0.06306,0,train
P13,3,2,822.7,15.6,3518.8,6.1,6.777,7010.6,0.07331,0,train
P13,4,1,835.9,22.64,5272.6,7.82,6.933,7006.8,0.08959,0,train
P13,4,2,791.6,19.46,4065.0,6.93,6.947,7017.2,0.10052,0,train
P13,5,1,838.5,15.65,3668.1,6.42,6.839,6998.3,0.10984,0,train
P13,5,2,879.9,17.52,4521.5,4.79,6.86,7008.5,0.121,0,train
P13,5,3,874.4,16.55,4217.1,6.53,6.852,6975.8,0.1337,0,train
P13,6,1,918.1,17.96,5045.0,6.64,6.926,6995.4,0.15049,0,train
P13,6,2,844.9,19.79,4708.3,5.98,6.914,6971.3,0.16665,0,train
P13,7,1,897.3,18.69,5015.0,8.06,6.935,6999.9,0.18229,0,train
P13,7,2,819.0,15.89,3553.4,6.47,6.919,6999.0,0.1928,0,train
P13,8,1,958.4,17.5,5357.7,7.6,6.875,7001.0,0.20759,0,train
P13,8,2,816.2,15.39,3416.3,8.23,6.886,7003.8,0.21677,0,train
P13,9,1,828.2,17.27,3947.9,8.02,6.857,7014.0,0.22863,0,train
P13,9,2,805.0,18.71,4042.0,8.17,6.862,6995.5,0.23886,0,train
P13,10,1,952.4,16.75,5063.5,7.2,6.803,7003.4,0.25438,0,train
P13,10,2,792.6,21.44,4489.6,8.13,6.791,6974.8,0.26672,0,train
P13,11,1,908.9,12.55,3456.8,6.74,6.854,7027.7,0.2757,0,train
P13,11,2,797.3,16.54,3505.6,7.35,6.847,7003.5,0.28501,0,train
P13,12,1,899.8,15.09,4072.9,9.31,6.975,6990.7,0.29595,0,train
P13,12,2,815.9,20.29,4502.0,9.16,6.96,6995.3,0.30908,0,train
P13,13,1,828.4,19.28,4410.8,8.16,6.813,6997.4,0.32222,0,train
P13,13,2,831.5,16.49,3801.6,6.89,6.832,6999.4,0.33292,0,train
P13,14,1,947.6,20.8,6224.6,5.67,6.892,6999.2,0.35137,0,train
P13,14,2,813.9,18.77,4143.8,7.05,6.881,7009.6,0.3611,0,train
P13,15,1,969.2,23.34,7306.8,6.0,6.925,7045.2,0.38685,0,train
P13,15,2,817.5,18.97,4226.4,6.22,6.931,7014.0,0.39989,0,train
P13,16,1,873.5,14.48,3681.8,6.76,6.805,7018.0,0.40796,0,train
P13,16,2,844.1,17.76,4219.0,7.55,6.775,7017.0,0.41983,0,train
P13,17,1,948.2,18.63,5581.3,5.95,6.837,6989.4,0.43446,0,train
P13,17,2,790.7,18.77,3911.8,6.72,6.84,6985.1,0.44361,0,train
P13,18,1,915.0,23.12,6452.0,8.45,6.893,6984.3,0.46824,0,train
P13,18,2,907.2,22.56,6188.5,6.88,6.893,6984.1,0.49171,0,train
P13,19,1,958.3,17.24,5276.5,8.97,6.79,7015.4,0.50811,0,train
P13,19,2,885.6,20.7,5412.1,8.06,6.794,7018.1,0.52488,0,train
P13,20,1,857.8,19.13,4693.0,7.36,6.908,6981.6,0.54039,0,train
P13,20,2,827.2,19.7,4493.5,6.89,6.904,6982.2,0.55144,0,train
P13,21,1,925.8,19.59,5597.9,7.89,6.922,7028.2,0.56899,0,train
P13,21,2,865.4,18.24,4552.5,7.68,6.922,7015.9,0.58087,0,train
P13,22,1,870.7,18.1,4573.2,8.02,6.832,6988.9,0.59469,0,train
P13,22,2,825.6,22.54,5121.3,7.6,6.81,7005.1,0.61173,0,train
P13,23,1,1021.0,16.57,5758.3,8.38,6.848,7007.2,0.62828,0,train
P13,23,2,786.1,15.5,3192.9,8.07,6.826,6993.1,0.63605,0,train
P13,24,1,938.4,16.38,4806.6,7.39,6.847,7010.8,0.65286,0,train
P13,24,2,837.9,14.14,3309.6,9.02,6.838,7005.4,0.66111,0,train
P13,25,1,940.6,20.36,6004.4,6.3,6.845,6979.6,0.68025,0,train
P13,25,2,906.0,20.3,5555.7,5.64,6.851,6988.2,0.69817,0,train
P13,26,1,920.4,15.37,4340.5,6.11,6.889,7001.6,0.71089,0,train
P13,26,2,883.3,16.88,4390.1,7.07,6.865,6993.4,0.72118,0,train
P13,27,1,952.4,13.38,4044.5,5.82,6.935,7006.5,0.73367,0,train
P13,27,2,842.0,16.74,3956.4,6.86,6.922,6987.8,0.74498,0,train
P13,28,1,942.9,16.69,4947.8,7.24,6.889,7015.3,0.75731,0,train
P13,28,2,827.6,19.22,4388.8,7.42,6.924,7050.3,0.76797,0,train
P13,29,1,1020.6,19.21,6669.6,6.11,6.844,6976.1,0.78802,0,train
P13,29,2,1002.4,16.36,5479.1,5.17,6.835,6977.5,0.80593,0,train
P13,30,1,1071.8,17.97,6882.4,6.8,6.802,7030.8,0.82652,0,train
P13,30,2,905.4,21.06,5754.1,8.1,6.785,7042.3,0.84643,0,train
P13,31,1,950.4,22.07,6645.5,9.24,6.778,6989.0,0.86754,0,train
P13,31,2,916.4,21.89,6128.2,8.63,6.776,7001.3,0.88485,0,train
P13,32,1,868.1,17.41,4374.4,6.11,6.734,6985.7,0.89751,0,train
P13,32,2,942.5,21.4,6336.1,6.06,6.709,6980.6,0.91607,0,train
P13,33,1,930.4,15.55,4486.5,5.63,6.747,7020.4,0.92761,0,train
P13,33,2,945.6,16.93,5046.4,6.16,6.759,7020.3,0.9435,0,train
P13,34,1,981.4,16.65,5345.0,7.07,6.877,6970.2,0.95871,0,train
P13,34,2,918.0,18.12,5090.1,7.0,6.843,6987.2,0.97107,0,train
P13,35,1,953.8,14.89,4516.4,5.23,6.965,7025.7,0.98382,0,train
P13,35,2,925.6,17.32,4946.8,6.13,6.94,7022.4,0.99831,0,train
P13,36,1,1017.1,18.59,6410.6,5.68,6.835,6988.6,1.0,0,train
P13,36,2,939.2,22.83,6711.8,5.22,6.839,6979.2,1.0,0,train
P13,36,3,1039.4,20.31,7312.7,4.14,6.825,6984.4,1.0,1,train
P14,1,1,712.5,20.21,3420.3,3.86,6.853,7026.2,0.00915,0,test
P14,1,2,660.8,16.89,2458.7,4.02,6.84,6998.4,0.01627,0,test
P14,1,3,712.3,18.31,3097.1,3.3,6.846,7038.7,0.02438,0,test
P14,2,1,744.8,17.4,3217.9,6.34,6.899,7039.8,0.03384,0,test
P14,2,2,672.1,17.83,2684.5,6.23,6.899,7021.3,0.04113,0,test
P14,3,1,758.1,13.95,2672.7,4.41,7.028,7000.2,0.04809,0,test
P14,3,2,703.0,21.49,3540.0,5.87,7.025,7025.1,0.05608,0,test
P14,4,1,761.8,19.22,3718.3,5.78,6.897,7045.2,0.06643,0,test
P14,4,2,617.3,14.1,1790.5,4.43,6.897,7042.0,0.07067,0,test
P14,4,3,653.2,18.74,2664.7,4.44,6.934,7046.3,0.07786,0,test
P14,5,1,659.8,19.29,2799.3,9.37,6.979,7013.5,0.08393,0,test
P14,5,2,735.6,15.24,2748.9,9.65,6.99,7035.3,0.09154,0,test
P14,6,1,795.7,20.78,4385.3,6.83,6.877,7014.4,0.10643,0,test
P14,6,2,691.1,19.17,3052.2,10.01,6.877,7022.4,0.11458,0,test
P14,7,1,803.6,14.96,3220.1,4.75,6.876,7009.0,0.12413,0,test
P14,7,2,662.1,15.51,2266.2,5.71,6.897,6998.0,0.12907,0,test
P14,7,3,755.3,12.74,2422.7,4.95,6.872,6977.8,0.13523,0,test
P14,8,1,748.5,17.56,3279.8,5.85,6.771,6999.9,0.1452,0,test
P14,8,2,729.8,20.13,3573.2,8.23,6.78,7014.3,0.1557,0,test
P14,9,1,777.1,19.54,3933.7,4.94,7.026,7030.9,0.16856,0,test
P14,9,2,668.9,16.21,2416.9,5.15,7.014,7024.7,0.17448,0,test
P14,9,3,679.4,12.07,1856.3,4.71,7.049,7044.8,0.1792,0,test
P14,10,1,705.3,19.05,3158.2,5.7,6.859,7001.7,0.18822,0,test
P14,10,2,723.8,21.86,3816.5,6.09,6.865,7006.6,0.20082,0,test
P14,11,1,831.2,19.98,4601.4,4.63,6.883,7046.7,0.21562,0,test
P14,11,2,726.8,19.13,3367.9,5.95,6.892,7053.1,0.22538,0,test
P14,11,3,678.3,15.22,2333.7,6.3,6.879,7056.6,0.2315,0,test
P14,12,1,759.3,12.55,2412.4,4.53,6.849,7036.1,0.23882,0,test
P14,12,2,721.6,19.63,3408.3,6.8,6.875,7040.5,0.24927,0,test
P14,13,1,843.8,14.29,3391.0,5.62,6.831,7013.2,0.25954,0,test
P14,13,2,732.6,19.47,3483.4,6.86,6.84,7003.5,0.26939,0,test
P14,14,1,726.3,17.02,2992.6,6.1,6.87,7020.4,0.27756,0,test
P14,14,2,653.8,20.0,2849.2,5.49,6.867,6992.5,0.28486,0,test
P14,15,1,787.9,13.05,2701.4,6.6,6.949,7044.6,0.29268,0,test
P14,15,2,722.0,15.46,2686.9,5.34,6.952,7043.4,0.30019,0,test
P14,16,1,753.6,18.28,3460.4,6.3,6.943,6993.3,0.30807,0,test
P14,16,2,744.4,16.63,3071.6,6.29,6.939,7023.6,0.31655,0,test
P14,16,3,754.3,19.2,3641.0,7.2,6.923,7014.4,0.32676,0,test
P14,17,1,827.3,21.23,4843.6,5.54,6.777,7046.3,0.34175,0,test
P14,17,2,740.7,17.06,3120.1,5.73,6.788,7017.1,0.34925,0,test
P14,18,1,800.0,13.42,2862.3,5.25,6.84,7034.3,0.357,0,test
P14,18,2,702.9,16.92,2786.9,5.29,6.835,7056.4,0.36488,0,test
P14,18,3,671.5,20.99,3154.7,7.22,6.849,7020.1,0.37282,0,test
P14,19,1,737.4,17.94,3251.7,5.1,6.982,6995.5,0.38241,0,test
P14,19,2,687.8,18.8,2965.4,3.76,6.983,6995.8,0.38833,0,test
P14,19,3,699.7,18.44,3009.6,5.56,6.969,7011.4,0.39662,0,test
P14,20,1,763.1,20.82,4041.9,7.35,6.835,7008.6,0.40928,0,test
P14,20,2,775.1,18.25,3655.7,4.77,6.814,7017.7,0.42057,0,test
P14,21,1,802.0,18.5,3966.7,6.0,6.924,7040.5,0.43224,0,test
P14,21,2,756.7,21.14,4034.7,5.51,6.913,7039.3,0.44196,0,test
P14,22,1,810.3,17.82,3900.5,8.78,6.749,7007.4,0.45622,0,test
P14,22,2,725.8,14.21,2494.4,8.81,6.718,7025.0,0.46345,0,test
P14,23,1,737.4,16.19,2935.2,7.57,6.943,7045.2,0.47006,0,test
P14,23,2,743.5,18.7,3446.9,7.81,6.906,7038.3,0.47821,0,test
P14,24,1,761.4,22.74,4395.1,6.31,6.868,7065.2,0.49245,0,test
P14,24,2,778.8,14.86,3005.7,5.64,6.868,7058.5,0.50057,0,test
P14,24,3,751.9,14.88,2804.9,4.58,6.871,7062.7,0.50799,0,test
P14,25,1,803.8,20.11,4331.3,5.24,6.914,7027.6,0.52197,0,test
P14,25,2,802.2,19.99,4288.5,7.09,6.914,7030.9,0.53461,0,test
P14,25,3,781.7,15.32,3121.1,4.82,6.912,7035.7,0.54265,0,test
P14,26,1,850.4,17.2,4145.8,8.66,7.106,7018.2,0.55536,0,test
P14,26,2,708.7,24.24,4058.0,7.04,7.095,7044.5,0.56794,0,test
P14,27,1,823.9,17.9,4049.9,8.28,6.76,7064.4,0.58054,0,test
P14,27,2,752.7,16.26,3071.1,8.74,6.729,7076.6,0.5891,0,test
P14,28,1,758.1,19.52,3738.6,6.1,6.814,7016.3,0.5992,0,test
P14,28,2,765.0,19.45,3794.7,5.18,6.82,7027.2,0.60958,0,test
P14,28,3,821.5,18.35,4128.9,6.39,6.833,7021.0,0.62178,0,test
P14,29,1,834.1,20.1,4660.6,7.51,6.803,7027.5,0.63637,0,test
P14,29,2,792.8,19.45,4074.3,6.19,6.804,7023.7,0.6491,0,test
P14,29,3,716.8,13.96,2390.0,6.72,6.796,6996.9,0.6553,0,test
P14,30,1,765.0,20.95,4087.5,4.0,6.757,7017.0,0.6683,0,test
P14,30,2,812.5,19.09,4200.2,3.73,6.76,7019.0,0.68025,0,test
P14,30,3,755.5,16.54,3147.1,5.05,6.774,7043.3,0.68839,0,test
P14,31,1,807.0,16.12,3500.0,4.92,6.893,7028.3,0.69891,0,test
P14,31,2,762.8,17.38,3369.8,4.08,6.906,7049.5,0.70693,0,test
P14,31,3,716.2,15.43,2638.3,4.06,6.896,7041.2,0.7137,0,test
P14,32,1,847.6,16.07,3847.5,6.81,6.857,7013.7,0.7269,0,test
P14,32,2,746.2,20.29,3766.2,6.81,6.879,7020.2,0.73964,0,test
P14,32,3,705.0,16.17,2678.4,5.92,6.874,7006.8,0.74626,0,test
P14,33,1,816.0,18.68,4147.1,5.35,6.821,7000.5,0.75838,0,test
P14,33,2,735.4,19.84,3576.7,5.95,6.816,7016.8,0.76894,0,test
P14,33,3,819.4,20.93,4684.5,5.81,6.818,7027.7,0.78271,0,test
P14,34,1,886.5,18.34,4805.1,8.06,6.872,7033.7,0.79954,0,test
P14,34,2,735.8,16.41,2961.4,6.58,6.876,7050.5,0.80814,0,test
P14,35,1,859.0,21.77,5355.7,4.63,7.014,7038.8,0.82507,0,test
P14,35,2,831.1,17.25,3971.5,5.56,7.021,7048.8,0.83736,0,test
P14,35,3,781.6,16.01,3259.8,5.38,7.023,7052.2,0.84664,0,test
P14,36,1,831.6,17.65,4068.3,5.04,6.754,7048.5,0.8582,0,test
P14,36,2,728.9,19.22,3403.3,6.63,6.786,7050.6,0.86665,0,test
P14,37,1,897.6,19.74,5301.0,3.13,6.903,7006.8,0.88465,0,test
P14,37,2,767.1,17.76,3483.0,4.87,6.898,7029.1,0.8934,0,test
P14,37,3,809.0,19.43,4238.5,3.49,6.874,7035.5,0.90656,0,test
P14,38,1,798.8,17.36,3691.2,5.33,7.004,7024.2,0.91685,0,test
P14,38,2,801.6,17.77,3805.6,6.38,7.0,7040.2,0.92715,0,test
P14,39,1,880.0,21.39,5521.0,7.57,6.93,7012.2,0.94312,0,test
P14,39,2,743.1,17.77,3271.2,7.4,6.924,7016.8,0.95226,0,test
P14,40,1,817.1,16.33,3633.8,7.52,6.818,6989.0,0.96149,0,test
P14,40,2,740.9,19.36,3542.1,7.34,6.804,6966.6,0.97181,0,test
P14,41,1,821.6,18.6,4184.5,6.18,6.857,7039.3,0.98518,0,test
P14,41,2,772.5,18.64,3707.6,6.58,6.839,7040.6,0.99692,0,test
P14,42,1,746.0,21.1,3913.5,6.76,6.875,7024.1,1.0,0,test
P14,42,2,790.4,17.51,3645.9,6.34,6.885,7012.6,1.0,1,test
P15,1,1,679.6,16.21,2495.6,7.82,6.973,6995.2,0.00546,0,test
P15,1,2,681.6,17.65,2734.0,6.96,6.956,6987.6,0.01248,0,test
P15,1,3,739.7,16.69,3044.5,5.7,6.972,6988.9,0.01894,0,test
P15,2,1,698.4,16.98,2760.5,7.56,6.901,6988.1,0.02448,0,test
P15,2,2,774.6,17.3,3459.3,7.93,6.94,7013.5,0.03164,0,test
P15,3,1,778.9,14.87,3007.3,6.9,6.794,7012.4,0.03824,0,test
P15,3,2,712.4,15.12,2557.5,4.98,6.804,7030.2,0.04454,0,test
P15,4,1,836.4,17.07,3981.9,7.31,6.793,7026.6,0.05447,0,test
P15,4,2,624.4,15.17,1972.3,6.37,6.805,7013.6,0.05835,0,test
P15,5,1,734.0,19.42,3486.7,5.12,6.983,7033.1,0.06564,0,test
P15,5,2,687.1,19.59,3082.7,5.84,7.002,7029.3,0.07388,0,test
P15,5,3,689.0,20.78,3288.2,4.85,7.001,7019.3,0.08161,0,test
P15,6,1,804.9,16.68,3603.3,4.77,6.913,7015.5,0.09328,0,test
P15,6,2,726.1,12.5,2196.1,5.88,6.881,7029.6,0.09769,0,test
P15,6,3,652.4,16.22,2301.4,3.91,6.944,7006.6,0.10232,0,test
P15,7,1,839.0,19.71,4624.9,5.38,6.867,6992.8,0.11296,0,test
P15,7,2,679.0,15.55,2390.1,5.87,6.891,6966.3,0.11772,0,test
P15,8,1,763.8,20.81,4046.6,5.28,7.028,7034.0,0.12812,0,test
P15,8,2,669.6,10.73,1603.2,6.99,7.021,7053.5,0.13127,0,test
P15,9,1,655.3,16.71,2391.6,6.69,6.933,7034.6,0.13576,0,test
